标题,关键词,类别
CBA生涯第8季强势崛起！张才仁:感谢自己没放弃,强势,0
羡慕嫉妒恨：塞尔维亚网友锐评中国男篮换帅,塞尔维亚,0
顶替杜锋的乔尔杰维奇……反正不能比扬纳基斯差吧？,杜锋,0
中国篮协:乔尔杰维奇将担任中国男篮国家队主教练,担任,0
马健：外籍教练来基本都是短工 顶着压力来赚点钱,压力,0
中国篮协评价杜锋：展现了爱国情怀和责任担当,展现,0
中国男篮启程回国 周琦返回墨尔本继续征战NBL,启程,0
效率值第一！王哲林连续两轮入选亚大区最佳球员榜,王哲林,2
有望能主场为中国男篮加油 篮协征询举行世预赛意向,加油,0
真大腿！王哲林砍下27+14 四造2+1辗碎巴林内线,王哲林,0
周鹏生死5分助男篮闯关！没他世界杯门票得迟到了,男篮,0
官方：第二阶段12月6日诸暨开打 2022全明星也定了,全明星,0
今天全员神射手？男篮首节11罚10中 命中率超9成,男篮,0
GIF-周鹏传球炮弹般砸出底线 摄影师神闪避免误伤,gif,0
与时间赛跑！赵睿一条龙闪电突破 压哨上篮取分,赵睿,0
中国男篮出线形势分析：只需一胜就锁定世界杯名额,锁定,0
辽篮卡点送祝福！郭艾伦晒生日照：我现在很快乐,快乐,0
世预赛第5窗口期首个比赛日最佳球员：王哲林入选,首个,2
战斗的勋章！经纪公司透露吴前眉骨开裂 缝合6针,cba,0
CBA推迟恢复主客场 第2阶段大概率在诸暨实行赛会制,赛会,0
媒体人：山东新援兰兹博格一周归队 保罗大概率被裁,博格,0
霍华德谈加盟T1联赛：是认真来打球的 要赢球拿冠军,赢球,0
王哲林赛后获全队掌声 杜锋激情演讲：恭喜兄弟们,激情,0
脸被砸烂了还要上！吴前赛后报平安：伤口处理完毕,赛后,0
沈梓捷被撞肋部仍有些不适 但不会影响下一场比赛,影响,0
稍微等一等！中国男篮还没有晋级世界杯 FIBA乌龙了,乌龙,4
MVP！王哲林砍23+7统治末节2记助攻三分杀死比赛,王哲林,0
国家招之则来，来之则战！杜锋感谢全体国家队球员,杜锋,2
FIBA发文称中国男篮晋级世界杯正赛 用图遭调侃,发文,4
GIF-沈梓捷遭背后肘击倒地不起 这球只给普通犯规？,犯规,0
GIF-王哲林力扛两人强造2+1 杜锋为他双手点赞,点赞,0
接连被打反击！杜锋暂停怒喷徐杰：可笑啊连续2失误,杜锋,0
GIF-4秒能做啥？吴前1V3撕裂防线 压哨挑篮命中,压哨,0
GIF-赵睿闪电反击推进 王哲林极限操作制造2+1,赵睿,0
GIF-吴前拼抢眉骨被打破 血流不止换下场治疗,换下,0
周琦左腿戴着护具抵达赛场 投篮训练时拿掉护具,抵达,0
世预赛中伊战12人名单公布 周琦在列胡明轩缺席,胡明轩,0
欢迎回家！宁波男篮宣布阿的江担任俱乐部总教练,回家,0
第三外援来了！辽篮宣布桑普森加盟 身披23号出战,第三,0
太能跳了！桑普森首训征服队友：投篮比莫兰德强,队友,0
巨星!魔兽抵中国台湾球迷疯狂 6万张球票5分钟售罄,疯狂,0
小羊不能没草原！杨舒予加盟内蒙古女篮 助力三连冠,助力,0
换主帅？外媒曝前塞尔维亚主教练将接手中国男篮,塞尔维亚,0
心系国家队!孙铭徽:不能并肩作战 但心和兄弟们一起,孙铭徽,0
睡不着！吉林外援琼斯：孤单太久 没家人朋友在身边,家人,0
凤凰跟队记者：周琦不会出战世预赛 但他想支持队友,支持,0
上海外援布莱德索因签证问题延迟归队 原定今日到位,今日,0
国家队助教木拉提上任内蒙古女篮主帅 巴特尔为领队,国家队,0
梅西:赛前几小时才知道是第1000场 一切都很美妙,赛前,0
谁说卡丁车不能比F1更快？,f1,0
时间紧张的跑者 可练习4项高效有氧运动,时间,0
跑步中断之后恢复训练 需3周过渡期,恢复,0
参加首次马拉松赛前 5件事需要考虑,参加,0
世界杯-日本1-1克罗地亚点球1-3 总分2-4无缘八强,克罗地亚,0
浓眉55+17湖人击退奇才 詹皇29+8+6威少15助攻,威少,0
西媒:日韩表现让中国足球蒙羞 他们只能在家看球,表现,5
你永远可以相信，一个专心踢球的姆巴佩,踢球,0
半场-前田大然43分钟抢点破僵 日本暂1-0克罗地亚,克罗地亚,0
"膝盖半月板遭切除仍重返赛场,19岁短道女将成米兰周期中国队领军人物",米兰,0
独家专访｜任子威：上过领奖台 就会一直想在那里,任子威,0
专访林书豪：我不想撒谎，我没有更好的选择,不想,0
独家专访｜王嘉男：蛰伏7年惊天一跳,专访,0
为了法国，本泽马放弃了他的世界杯梦想,放弃,0
罗伊斯接受了命运，命运却不肯放过罗伊斯,接受,0
技术性击倒切尔西，阿森纳真要争冠了！,争冠,0
赢不了心底的阴影，但他绝不是一个失败者,一个,0
专访老国脚：我也踢过世界杯，那是20年前的事了,年前,0
受伤后被球队逼迫离开，欠薪十几万无奈解约，一个普通中超球员有多难,无奈,2
汤杰VS胡明轩  反向而行,胡明轩,0
5战4败，新疆排名第19，乌鲁木齐网友：阿的江把球队带成八一,新疆,0
胡金秋2021年的比赛报告：65场比赛，1756分钟,比赛,0
22分惨败!篮网首战遭鹈鹕吊打 KD32分锡安25+9,鹈鹕,0
库里33+7+6+4勇士大胜湖人 詹皇31+14+8浓眉27+6,詹皇,0
前瞻:詹眉威对话比尔波神 湖人力争擒奇才延续连胜,延续,0
湖人弃将必精品?场均20.4分!名记:多队想要库兹马,cba,0
勒布朗祝贺美国男足胜伊朗晋级:好样的!继续前进!,勒布朗,4
湖人末节出手勒布朗76次居首 浓眉投的更准却排第4,勒布朗,0
奥尼尔:妹妹和科比离世之后 我凌晨5点前没法入睡,cba,0
贝弗利:推艾顿是要干死他 他拒绝握手激怒了我,拒绝,0
生死3分钟浓眉仅持球10秒 帕金斯:詹皇该放权了,浓眉,0
服软?新人王:对勒布朗没有不尊重啊 他其实是GOAT,尊重,0
喷的是马瑟林?詹皇发推批有人蹭热度 但很快删掉,cba,0
哈姆:勒布朗左脚踝已接受检查 我们还在等待结果,勒布朗,0
控帝2.0!哈里伯顿成历史第一人 近3战40助攻0失误,失误,0
被绝杀怪威少?詹皇:最后一回合我们处于忙乱模式,模式,0
内姆哈德谈绝杀:从未压哨绝杀过 出手时感觉就很好,绝杀,0
威少24+4+6湖蜜为他起立鼓掌 连进关键球已尽力,威少,0
浓眉空砍25+13+6+4功亏一篑 痛失关键罚球+篮板,空砍,0
詹皇21+7输球后叉腰发呆 内姆哈德迎着他三分绝杀,詹皇,0
勒布朗左脚踝扭伤返回更衣室 检查无碍后重新登场,更衣室,0
步行者6号秀:没人比我强 詹皇需向我展示他比我强,展示,0
易受伤!詹皇:孩子不该打太多比赛 不允许儿子多打,孩子,0
曝湖人相信再做交易可冲冠 仍心仪特纳和希尔德,交易,0
好领袖!詹皇与全队握手致意 连幕后人员也不忘记,人员,0
詹皇:从不担心投篮低迷心里有底 看看我说得没错吧,詹皇,0
勒布朗晒17年前数据对比照 连发笑哭表情感慨不老,年前,0
威少10+8+6头被打出飙血 失误6次末节仅俩罚球,打出,0
赛季新高!詹皇39+11仍能统治 7记三分势不可挡,詹皇,0
浓眉左腿挫伤缺席战马刺 受伤和他想拉詹皇有关?,詹皇,0
詹皇:浓眉最近堪称联盟最佳 我休息够能打背靠背,联盟,0
"威少7中1仅得3分遭詹皇""架空"" 末节成轮换工具人",威少,0
内线支柱!浓眉25+15+4+3盖帽 末节发力击退反击,浓眉,0
詹皇复出21+8+5状态生锈9失误效率高得谢浓眉,詹皇,0
阿杜:詹皇拿历史得分王很伟大 追赶他和乔丹太难,詹皇,0
加索尔宣布即将迎来二胎 儿女双全获瓦妮莎点赞,迎来,0
"笑哭…勒布朗缺席NBA比赛,原来是去踢世界杯了",勒布朗,0
勒布朗点赞特纳暴扣视频 后者此前自荐到湖人打球,勒布朗,0
曝湖人内部相信已形成反转 12月胜率就可达到50%,cba,0
法官颁科比大女儿保护令 跟踪者200码距离不得接近,接近,0
重返巅峰!浓眉37+21超大号两双 送5帽+5断无所不能,巅峰,0
威少替补21+5关键2罚全失 大空位三分投出三不沾,威少,0
别消费死者?科比家人要求奥尼尔纪录片删减内容,家人,0
科比大女儿报警要求限制跟踪者 纠缠2年还购买枪支,cba,0
鲨鱼:真后悔没跟科比多联络 当年不懂珍惜眼前人,cba,0
打替补后威少不小心创32年纪录 或成拯救湖人关键,关键,0
反转!曝威少第六人表现打动湖人 明夏有意与其续签,第六,0
连续4场两双!威少轻取10+10 自信飙三分兴奋捶胸,自信,0
浓眉轰30+18如鲨鱼附体 在场28分钟湖人净胜34分,浓眉,0
三连胜!湖人31分痛宰马刺 浓眉30+18威少10+10,威少,0
连休4场!勒布朗再挂免战牌 主帅:这伤必须谨慎处理,勒布朗,0
高管:勒布朗续约湖人有前提 他要求得到科比待遇,勒布朗,0
浓眉轰38+16统治禁区 豪取21次罚球率湖人两连胜,豪取,0
单节8助攻!威少梳理进攻辅助浓眉 连续3场助攻上双,助攻,0
湖人末节击溃活塞 浓眉38+16+4帽 威少轻砍10+5+12,活塞,0
勒布朗因腹股沟问题继续休战 湖人球迷大面积退场,勒布朗,0
湖人高度关注黄蜂刺头 缓刑期间若无纠纷有意签下,期间,0
詹姆斯:我做老板肯定干涉经营 毕竟对球员都了解,老板,2
勒布朗点评NFL球队:为什么不用选秀权换即战力呢?,勒布朗,0
好消息!湖人两员大将明日复出 勒布朗也可能出战,勒布朗,0
你敢信吗?詹欧东3分命中率倒数前10 勒布朗倒数第1,勒布朗,0
洛媒评勒布朗排湖人队史第7 名记:他根本不配前10,勒布朗,0
交易来了?佩林卡被发现飞往印城 希尔德发推:哎吆,交易,0
奥多姆:交易勒布朗能换半支队 湖人可重回争冠行列,交易,0
湖人想让勒布朗彻底养伤 继续休战下去也能接受,勒布朗,0
库兹马:在湖人打球心很累 跟勒布朗做队友闹剧更多,勒布朗,0
老北京!勒布朗拔罐很享受 晒照感慨东方的神秘力量,享受,3
帕森斯:勒布朗说他要学习假摔?我觉得这太搞笑了,勒布朗,0
杜兰特称赞詹姆斯历史地位:他是历史前二或者前三,历史,0
珍妮执掌湖人纪录太难看 湖蜜:勒布朗值得更好的,值得,0
湖人内部不愿为鹈鹕争状元 交易等施罗德复出再说,交易,0
官方实力榜:绿军雄鹿领跑 勇士跌至第19湖人倒数第4,雄鹿,0
贝弗利:我防KD为胜利定下基调 KD:他在自欺欺人,kd,0
詹皇下场比赛或将回归 施罗德和布莱恩特伤愈复出,詹皇,0
KD:14分12助威少仍能影响比赛 和他比赛很有趣,比赛,0
贝弗利:我主动要求防KD 詹皇用正确的方式督促我们,主动,0
威少14+12单挑KD较劲 末节状态大好也甘当绿叶,威少,0
浓眉37+18前场板超篮网全队 主导13-0终结悬念,悬念,0
阿杜31+9+7遭黑贝威少缠绕 1分钟拿9分仍独木难支,分钟,0
勒布朗再次休战错过对决KD 若顺利下场即可复出,顺利,0
唏嘘!阿杜:真怀念与老詹巅峰对决 已经四年没碰面,四年,0
名流云集!勒布朗携爱妻参加小李48岁生日派对,勒布朗,0
内讧?浓眉怒批威少:他打得太上头了 应该控制错误,威少,0
18分逆转!快船掀翻开拓者 鲍威尔32+4西蒙斯37分,快船,0
卢:上季卡椒确定不打所以我知道怎么办 现在不知道,cba,0
祖巴茨31+29快船半场击溃步行者 哈利伯顿15+5+11,快船,0
约基奇19+13掘金大胜快船 戈登29+7卡椒再次缺席,快船,0
明日战勇士小卡因脚踝扭伤缺席 乔治也无法出战,乔治,0
3连胜!鲍威尔30分快船险胜爵士 雷吉27+4伦纳德8+5,快船,0
一笑泯恩仇!小卡:我跟波帅没裂痕 邓肯做不了教练,教练,0
小卡11+4快船送马刺4连败 乔治半场21分右膝伤退,乔治,0
雷吉23分快船险胜活塞 乔治16+9伦纳德复出8中2,活塞,0
复出了!小卡首发出战快船VS活塞 已连续缺席12场,活塞,0
要回来了!今天战活塞小卡可能复出 本季仅打两场,活塞,0
独行侠挥霍25分优势险胜快船 东契奇35+11乔治23+7,东契奇,0
乔治22+8+5快船轻取火箭 雷吉17+6格林25+6+7,乔治,0
小卡已随队前往客场 但卢指导也不知他啥时能复出,指导,0
曝小卡恢复5对5训练 卢指导:他在朝复出的方向前进,指导,0
乔治29+6快船送湖人4连败 詹姆斯30+8+5末节伤退,乔治,0
8连胜终结!快船逆转骑士 乔治26+5米切尔30分,乔治,0
爵士终结快船3连胜 克拉克森23+5乔治空砍34+8,空砍,0
湖人旧将!霍顿-塔克把小莫晃得原地转圈命中三分,湖人,0
乔治35+5快船末节击退马刺 祖巴茨17+15瓦塞尔29分,乔治,0
乔治28分快船送火箭5连败 莫里斯21+10申京26+13,乔治,0
准绝杀!乔治砍35+9+8+6 快船击落火箭结束4连败,乔治,0
锡安复出21+12+7鹈鹕大胜快船 乔治14分苦吞4连败,乔治,0
卢:不知小卡是否参加训练 也不知他明天是否出战,训练,0
乔治12中4快船不敌雷霆惨遭3连败 亚历山大24+5+6,雷霆,0
卡椒缺阵快船不敌雷霆2连败 亚历山大砍下33+5+8,雷霆,0
布克35分太阳送快船赛季首败 乔治16+7小卡11+6,太阳,0
乔治40+6+6快船灭国王 福克斯空砍36分小卡轮休,国王,0
拿捏了!泰伦-卢执教快船以来 面对湖人战绩8-0,面对,0
小卡替补14+7+2单打依然犀利 制胜干拔一剑封喉,制胜,0
浓眉25+8摔伤惊魂仍坚持 他一下场湖人攻防全崩,浓眉,0
快船6人上双险胜湖人 詹皇20+10+6小卡替补14+7,人上,0
别受伤!浓眉篮下被小卡晃飞 空中失去重心后背着地,空中,0
小卡时隔493天回归 登场第一攻就投进招牌中距离,登场,0
快船考虑让小卡赛季初从替补打起 管理其出场时间,管理,0
前瞻:詹眉威比拼卡椒 快船力争送湖人开季2连败,快船,0
掘金8人上双击沉快船 约基奇仅2分鲍威尔空砍34分,人上,0
乔治:小卡是老大我是老二 我会作为补充为他减负,乔治,0
沃尔:我仍可以在别人头上扣篮 和卡椒并肩作战很棒,cba,0
唐斯19+6+6森林狼击沉快船 沃尔20分乔治14+5+4,乔治,0
小卡:时隔443天复出我不紧张 沃尔让我们变得更好,更好,0
时隔443天!小卡今日复出 沃尔下一场将进入首发,今日,0
季前赛首战快船核心全缺席 小卡沃尔下周二复出,核心,0
终于回来了!小卡:我变得更强壮了 雷吉:他话更多了,终于,0
快船批准伦纳德参加全场对抗 大一号身型惊呆众人,快船,0
老板杀手?保罗职业生涯第4次经历球队老板换人,老板,0
ESPN球员排名11-25位:哈登11小卡12浓眉20保罗21,浓眉,2
NBA内部人士票选新赛季总冠军:快船第1鹿凯并列第2,总冠军,0
"沃尔:我一度想自杀,跟腱撕裂后亲眼目睹母亲去世",cba,0
小卡担任扣篮大赛评委 面对各种炸裂扣篮只给9分,面对,0
新赛季首次洛城德比10月21日 詹眉时隔2年再战卡椒,再战,0
NBA官方西部战力榜:勇士太阳前二 湖人仅排第9,太阳,0
雷吉:我一度以为自己要退役了 是乔治拯救了我,乔治,0
3.36亿!快船薪资+奢侈税将创历史 勇士有可能超越,超越,0
詹皇去哪我去哪?欧文现身夏联 和快船老板打招呼,老板,0
沃尔现身赌城观战夏季联赛 利拉德戴绿帽子出镜,联赛,0
拒绝印象流!浓眉近3赛季出场138次多于乔治/小卡,乔治,0
沃尔2年1300万加盟快船 新赛季联手卡椒组合冲冠,快船,0
快船续约巴图姆&科菲 哈滕施泰因2年合同赴纽约,合同,0
脱衣舞女转正妻！骨肉皮上位“俘获”保罗-乔治，靠的原来是这招？,乔治,0
祖巴茨3年3300万续约快船 已成阵中资历最老球员,快船,2
快船领跑沃尔争夺战!他早就想和乔治在一起打球,乔治,0
乔治社媒晒出结婚照片 威少史蒂芬森等人表示祝贺,乔治,0
乔治正式完婚!妻子曾是脱衣舞娘 两人已有三个娃,乔治,0
小卡现身球馆练球 快船总裁:他还不能参加5V5训练,快船,0
名记:湖人得到欧文很难 唯一方式就是放弃某个球星,球星,0
黄蜂重启选帅进程 美媒打趣阿特金森:小乔丹行为!,cba,0
考文顿2年2400万续约快船 辅助卡椒缔造无敌锋线,快船,0
再会泰伦-卢?若欧文离开篮网 快船最有望成为下家,快船,0
湖蜜大V嘲讽快船:彻底的失败! 网友:他怎么好意思啊,嘲讽,0
名嘴:快船应用小卡换詹皇 两全其美老詹可继续争冠,詹皇,0
小丑竟是利拉德?CJ生涯连续9年从未缺席季后赛,季后赛,0
"4.2亿阵容+5巨星有啥用?洛城""双熊""均无缘季后赛",阵容,0
莺歌30+6+6单节16分惊艳 终迎生涯首次季后赛,季后赛,0
鹈鹕险胜快船首轮将战太阳 莺哥30+6+6雷吉27分,太阳,0
詹皇狂吹泰伦-卢:他是最好的教练 谁也别跟我争,詹皇,0
卢帅神奇变阵!快船用9分钟从落后15分到领先13分,快船,0
快船半场落后10分三分21中4 卢指导还能导演逆转吗?,指导,0
杀疯了!英格拉姆首节9投8中16分 中距离跳投无解,cba,0
曝快船看不上浓眉 认为他不是领袖&不努力&球风软,浓眉,0
贝弗利因赛后爆粗被罚3万 小桥因扔牙套被罚5万,赛后,0
